generation(kWh),power(W)
0.054,141.7997
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.005,65.022224
0.123,571.9895
0.279,1199.7782
0.543,2290.7957
0.84,3471.0007
1.172,4802.3037
1.563,6298.4653
1.949,7819.5522
2.282,9086.089
2.641,10528.18
3.045,12063.388
3.436,13591.687
3.866,15232.573
4.188,16289.194
4.406,17327.152
4.59,17880.162
4.778,18788.477
5.014,19534.045
5.008,19321.184
5,19464.543
5.041,19441.225
4.934,18986.045
4.793,18625.307
4.686,18116.129
4.427,17065.146
4.244,16440.193
3.725,13951.496
3.388,13126.677
3.184,12186.426
3.015,11577.1875
2.83,10837.835
2.642,10157.926
2.446,9345.805
2.207,8359.112
1.791,6739.3594
1.41,5193.8926
1.088,4092.2214
0.871,3225.297
0.803,3027.2522
0.701,2590.31
0.486,1705.8173
0.206,651.44165
0.068,183.89687
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.002,56.13382
0.12,573.15765
0.301,1312.4532
0.582,2439.5583
0.871,3599.4075
1.218,4958.2256
1.635,6647.383
2.067,8258.904
2.416,9650.056
2.81,11207.973
3.212,12651.429
3.536,14005.576
3.953,15678.698
4.338,16896.701
4.552,17898.232
4.811,18802.371
5.13,20120.904
5.331,20780.12
5.363,20811.04
5.392,20984.273
5.397,20939.336
5.295,20447.146
5.18,20031.744
5.056,19595.455
4.766,18199.943
4.439,16960.385
3.767,14167.2
3.443,13288.041
3.298,12698.3125
3.132,12053.831
2.967,11414.735
2.792,10716.221
2.593,9960.208
2.362,8901.902
1.884,6978.0146
1.354,4942.6606
1.01,3779.455
0.802,2967.6448
0.59,2186.129
0.395,1373.2246
0.187,687.5609
0.133,477.31668
0.07,223.59593
0,1.7322202
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.001,59.311565
0.103,495.42892
0.268,1172.12
0.516,2187.8665
0.832,3455.5823
1.182,4839.9004
1.625,6607.2085
2.027,8110.9624
2.379,9475.344
2.752,10938.31
3.131,12409.879
3.51,13814.054
3.876,15361.874
4.269,16690.006
4.498,17706.697
4.779,18706.416
5.066,19882.748
5.272,20531.328
5.261,20389.164
5.258,20438.574
5.267,20390.438
5.156,19952.445
5.029,19452.463
4.914,19073.715
4.635,17723.625
4.368,16691.229
3.714,13964.932
3.386,13093.413
3.246,12477.185
3.09,11893.014
2.917,11191.906
2.723,10447.484
2.547,9758.892
2.31,8726.592
1.857,6908.255
1.361,4975.8423
1.017,3796.6733
0.808,2989.9688
0.597,2214.2021
0.41,1443.3027
0.213,795.83673
0.149,535.0418
0.07,218.70279
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,54.349613
0.119,570.5372
0.306,1334.0328
0.563,2380.328
0.86,3556.1765
1.196,4882.5903
1.629,6622.138
2.035,8134.935
2.394,9516.097
2.783,11079.975
3.163,12547.944
3.553,13999.339
3.908,15499.174
4.312,16897.148
4.555,17891.123
4.843,18965.547
5.149,20232.305
5.358,20850.225
5.354,20793.477
5.415,21085.955
5.434,21075.795
5.326,20596.12
5.174,20038.701
5.062,19577.635
4.763,18141.213
4.412,16831.855
3.758,14210.114
3.426,13237.971
3.292,12677.896
3.121,11971.183
2.957,11389.559
2.769,10646.448
2.564,9829.31
2.329,8806.807
1.866,6918.673
1.354,4923.3623
1.002,3755.589
0.796,2958.2964
0.588,2181.3025
0.396,1388.5295
0.183,676.8276
0.132,473.62167
0.071,233.50798
0,2.224778
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,37.903515
0.101,492.12833
0.279,1227.7264
0.527,2224.733
0.806,3331.7715
1.137,4632.5117
1.559,6353.9224
1.956,7816.811
2.306,9176.565
2.671,10654.665
3.05,12103.307
3.432,13491.764
3.756,14861.457
4.123,16089.361
4.342,17017.77
4.586,17960.781
4.885,19189.129
5.149,20054.129
5.171,20072.492
5.185,20202.367
5.238,20306.24
5.133,19773.172
4.996,19364.959
4.921,19063.525
4.478,14460.811
3.422,13069.172
3.849,14936.006
3.38,12943.944
3.202,12380.6875
3.023,11599.857
2.851,11028.594
2.696,10335.218
2.5,9589.129
2.282,8604.529
1.821,6752.505
1.307,4763.6294
0.964,3592.2468
0.76,2821.9485
0.565,2093.433
0.383,1356.9875
0.182,668.6532
0.114,388.2099
0.033,101.45062
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.038,234.97003
0.196,739.0864
0.326,1594.3933
0.756,3141.3508
1.074,4376.0103
1.449,5913.336
1.838,7357.26
2.174,8670.91
2.551,10166.743
2.935,11646.661
3.336,13150.683
3.674,14552.704
4.049,15890.004
4.28,16772.012
4.533,17774.055
4.819,18897.838
5.051,19636.219
5.057,19650.398
5.071,19725.846
5.061,19603.182
4.967,19190.043
4.822,18662.08
4.685,18110.568
4.436,17002.105
4.246,16303.391
3.64,13739.015
3.287,12689.446
3.152,12098.612
2.989,11533.276
2.838,10908.498
2.644,10126.258
2.439,9331.303
2.207,8327.08
1.801,6722.3037
1.351,4959.788
1.01,3752.999
0.79,2930.3826
0.589,2191.9697
0.414,1464.8882
0.218,806.1058
0.15,535.3159
0.074,232.25043
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,8.63985
0.084,429.5466
0.263,1159.9895
0.507,2145.2522
0.79,3251.2024
1.108,4521.4546
1.52,6203.697
1.917,7658.2583
2.244,8947.701
2.62,10433.993
2.99,11826.5
3.379,13307.851
3.698,14617.976
4.08,16065.802
4.341,17034.602
4.595,18019.525
4.868,19118.21
5.093,19829.463
5.109,19864.299
5.132,19991.9
5.139,19901.479
5.055,19572.578
4.894,18920.688
4.784,18585.03
4.552,17472.445
4.314,16574.016
3.689,13923.522
3.333,12829.215
3.183,12242.6875
3.015,11623.235
2.868,11023.586
2.682,10299.23
2.473,9427.843
2.251,8533.524
1.831,6816.7183
1.36,4999.9077
1.008,3767.6511
0.805,2983.654
0.596,2216.678
0.424,1500.5311
0.221,821.27167
0.157,558.1304
0.081,259.62958
0,1.4072291
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.072,392.88425
0.248,1086.7246
0.476,2009.8649
0.744,3077.377
1.061,4346.8164
1.232,5561.4443
1.487,7730.294
1.885,9683.037
2.675,11435.527
2.334,7608.4116
2.936,11628.869
3.33,13449.273
3.612,14175.5625
3.547,15326.829
4.156,16612.562
3.52,12509.792
3.425,14371.572
3.668,13077.231
2.737,10821.831
3.401,13544.012
3.27,11957.194
3.474,13013.557
2.967,11219.324
3.294,12610.116
3.261,10846.692
3.129,14109.129
3.384,12008.734
3.259,11342.906
3.085,12164.868
1.809,6978.3013
2.024,7474.45
2.025,7621.783
1.678,6478.5044
1.995,7771.4077
1.295,4751.1416
0.959,3535.446
0.736,2667.2532
0.441,1594.7202
0.341,1285.9459
0.254,913.82336
0.164,577.69495
0.07,204.3747
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.069,368.05917
0.235,1035.5972
0.458,1945.266
0.725,3003.4763
1.039,4238.0547
1.411,5759.383
1.79,7188.0493
2.124,8474.642
2.493,9930.215
2.875,11388.154
3.255,12861.324
3.55,14014.908
3.917,15419.548
4.188,16425.713
4.436,17418.332
4.737,18628.746
4.994,19490.633
5.03,19518.07
5.031,19572.83
5.045,19575.564
4.968,19166.502
4.824,18667.95
4.703,18207.658
4.47,17125.676
4.194,16184.86
3.626,13622.314
3.243,12481.175
3.1,11938.517
2.943,11313.978
2.778,10688.354
2.602,9983.905
2.406,9203.809
2.171,8201.219
1.761,6553.052
1.309,4874.608
0.968,3603.9524
0.763,2854.415
0.575,2130.8557
0.409,1420.5298
0.204,754.72546
0.143,503.61273
0.073,238.65164
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.057,332.9987
0.228,1011.8668
0.459,1955.3337
0.723,3002.3748
1.018,4136.9067
1.356,5535.9683
1.728,6896.217
2.048,8165.1997
2.409,9578.169
2.727,10808.496
3.087,12215.319
3.365,13236.633
3.717,14667.038
3.996,15682.186
4.234,16636.275
4.478,17556.578
4.713,18343.22
4.809,18671.71
4.833,18848.252
4.85,18823.229
4.765,18377.4
4.617,17926.826
4.548,17559.297
4.355,16679.701
4.132,15946.126
3.645,13649.067
3.246,12506.866
3.074,11812.1
2.905,11184.992
2.733,10516.538
2.564,9849.287
2.366,9018.41
2.132,8101.6353
1.789,6703.8
1.406,5215.984
1.072,4003.4531
0.841,3134.9763
0.643,2398.7358
0.478,1696.5162
0.285,1052.8508
0.189,669.11884
0.09,289.93686
0,2.719431
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.06,340.08496
0.237,1051.5327
0.467,1980.8954
0.74,3059.1106
1.048,4277.3003
1.391,5671.8267
1.771,7111.726
2.096,8390.422
2.454,9833.405
2.845,12143.836
2.745,9546.6
3.17,14341.283
3.351,15477.602
4.008,14098.809
3.607,6415.0513
4.333,19442.03
4.729,17523.2
4.891,19601.29
5.124,20147.678
5.075,19559.756
4.939,18982.232
4.835,18762.504
4.691,17921.41
4.482,17217.795
4.284,16645.6
3.758,14052.183
3.309,12738.738
3.14,12076.534
2.981,11458.414
2.797,10749.515
2.625,10045.225
2.425,9276.175
2.189,8229.753
1.804,6761.6787
1.37,5089.551
1.015,3773.6357
0.807,3013.9292
0.623,2301.9912
0.451,1559.0916
0.238,880.72577
0.148,521.7696
0.084,274.87997
0,0.43950304
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.055,334.74417
0.226,1001.0802
0.449,1914.0648
0.716,2959.0244
1.022,4177.6904
1.372,5610.869
1.747,6987.171
2.094,8348.596
2.523,10131.912
3.024,12092.233
3.633,14328.455
2.381,8105.173
2.774,9943.425
4.097,15960.231
4.24,16616.564
4.488,17701.105
4.819,18805.908
4.825,18692.42
4.809,18679.41
4.858,18948.662
4.908,19129.35
4.703,18119.14
4.569,17670.244
4.359,16730.207
4.231,16433.484
3.889,14726.812
3.391,13566.24
3.397,13581.764
3.5,13848.066
3.147,11717.746
2.623,10001.535
2.385,9125.219
2.145,8085.0273
1.776,6657.162
1.376,5088.144
1.032,3857.8948
0.803,2990.0635
0.617,2298.387
0.459,1595.0277
0.242,894.4477
0.169,607.8249
0.091,294.20068
0,5.2463727
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.032,203.01517
0.212,944.8778
0.425,1809.6864
0.68,2817.2847
0.981,4005.617
1.329,5427.6235
1.716,6896.4014
2.03,8055.8027
2.335,9320.834
2.655,10514.349
2.987,11787.336
3.276,12954.587
3.609,14213.103
3.883,15239.175
4.138,16247.142
4.453,17435.969
4.693,18350.639
4.753,18414.117
4.765,18534.932
4.785,18506.658
4.698,18166.375
4.567,17664.484
4.515,17462.441
4.315,16514.975
4.085,15809.936
3.636,13707.222
3.169,12199.084
3.054,11748.801
2.879,11082.93
2.696,10359.079
2.528,9785.243
2.348,9025.286
2.112,7926.488
1.761,6623.7183
1.365,5034.13
1.022,3824.9026
0.814,3046.4504
0.607,2211.5637
0.445,1560.005
0.262,979.0939
0.18,632.4142
0.083,265.92682
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.033,223.79211
0.163,668.5303
0.294,1370.7694
0.607,2447.539
0.715,2894.323
0.717,2623.8013
0.475,1897.2542
0.647,2660.8699
0.815,3540.8098
1.879,7634.7896
2.18,9198.644
2.259,8369.086
2.29,10611.714
3.647,14415.591
4.038,15992.97
4.176,16112.587
4.322,16732.873
4.598,19144.846
4.431,16995.598
4.583,17921.533
4.598,17719.846
4.422,17026.855
4.327,16770.312
4.259,16496.686
4.091,15593.852
3.781,14585.982
3.449,13229.463
3.174,12110.895
2.99,11521.139
2.775,10651.818
2.563,9829.684
2.363,9009.8125
2.129,8080.648
1.804,6791.2046
1.476,5492.8135
1.158,4312.6606
0.887,3292.8445
0.677,2516.6814
0.516,1835.0814
0.31,1129.2213
0.208,739.6415
0.102,323.52786
0,2.5299232
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.014,104.7478
0.184,971.4943
0.611,2600.3865
0.861,3348.943
0.963,3669.8037
1.264,5876.192
2.238,9577.513
3.056,11972.114
3.13,11680.925
1.933,7382.8423
1.962,7697.501
1.992,9043.719
3.619,14922.37
3.742,14362.912
2.818,13914.521
4.356,17299.844
4.304,15957.539
4.829,19046.895
4.991,20094.58
5.127,18593.795
4.599,17787.049
4.487,17383.86
4.297,16497.387
4.086,15784.02
3.661,13825.249
3.161,12169.889
3.06,11807.687
2.91,11169.344
2.768,10631.828
2.587,9949.112
2.403,8912.2
2.161,6674.811
1.893,6935.8037
1.451,5405.5225
1.314,5244.3564
1.075,3799.45
0.868,3176.1648
0.546,1863.3903
0.325,1227.1565
0.215,823.3313
0.182,628.7913
0.035,78.30756
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,35.95302
0.048,193.44543
0.106,687.02344
0.431,1910.0012
0.803,3443.4502
1.336,6416.3257
1.317,4613.6133
1.221,4568.673
0.762,3207.652
1.086,4700.1147
1.245,4395.43
0.896,3365.8538
1.023,4149.309
0.955,3596.1943
1.169,5267.676
1.947,7587.6875
1.599,6214.6914
1.067,4064.4211
1.011,3733.9404
0.905,3607.2163
1.131,4350.7725
1.119,4694.713
1.218,4429.8794
1.132,4930.2866
1.077,3487.7947
0.836,3152.042
0.981,4261.267
1.584,6260.858
1.212,4321.848
0.819,2851.2637
0.741,3080.0828
0.84,3681.0974
1.373,4830.0796
1.023,4121.459
1.245,4903.0586
1.368,5824.628
0.576,1875.9646
0.443,1721.51
0.318,1112.7103
0.165,531.7535
0.049,149.72847
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.043,228.03897
0.188,765.11774
0.326,1525.6611
0.828,3516.0461
0.901,2959.2964
0.435,1533.9043
0.381,1647.3138
0.5,2154.753
0.826,2988.6765
0.637,2215.7454
0.584,2321.8018
0.537,2177.6484
1.1,4664.7817
1.89,6592.4746
2.438,10951.32
3.898,17824.902
2.602,9884.346
3.731,13239.355
1.322,4323.1426
0.928,3376.0728
0.897,3648.307
2.65,14813.201
2.195,7382.937
1.849,5264.169
1.742,7409.677
1.42,5186.036
0.831,3117.0557
0.633,2411.4788
0.838,3841.0605
1.533,5146.936
0.399,1423.0505
0.302,1162.0254
0.527,2330.7515
0.903,3748.657
0.709,2440.2178
0.34,1186.1223
0.14,413.7184
0.051,201.37082
0.056,208.71721
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.016,106.136055
0.13,588.6206
0.276,1216.7694
0.439,1820.8217
0.572,2187.7725
0.6,2440.2417
0.655,2544.2253
0.844,3420.7522
0.687,2426.251
0.542,2271.0684
1.057,4583.95
1.712,6731.4443
1.53,5955.299
1.878,8027.4585
2.86,11568.559
3.188,13019.097
3.402,12822.213
3.48,13050.981
3.137,11691.532
2.795,11463.952
3.499,13401.539
5.027,17467.836
2.842,10803.988
3.673,14873.755
2.782,9617.123
2.685,10913.264
3.19,13025.345
1.891,6756.04
1.049,4089.6013
1.859,7843.7886
1.944,6663.8086
1.825,7811.7593
1.796,5760.2227
0.976,3664.3418
0.593,2103.9626
0.442,1761.3291
0.476,1717.5583
0.294,1118.9714
0.325,1247.4021
0.254,919.8123
0.153,528.0306
0.108,404.2052
0.019,55.08101
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.116,673.16205
0.383,1690.0901
0.404,1481.87
0.513,2125.5037
0.494,1865.2723
0.691,2846.294
0.988,3875.9705
1.023,4005.794
1.082,4253.197
1.163,4566.2856
0.959,3633.3743
0.988,4032.349
1.255,5192.172
2.437,9763.814
3.284,14932.649
4.499,17697.273
4.143,15869.17
3.73,14034.623
3.584,13634.741
3.294,12123.595
3.712,14228.44
3.539,13424.16
3.906,15121.381
4.004,15655.557
4.059,15956.157
3.356,12438.549
3.243,12787.068
3.203,12243.558
2.554,8899.027
2.082,8636.633
2.432,9626.848
2.547,9746.688
2.061,7775.262
1.455,5279.93
1.082,4276.2847
0.983,3785.7615
0.863,3147.6377
0.38,1236.2539
0.303,1212.2844
0.339,1269.073
0.212,700.9215
0.025,65.67405
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.013,129.661
0.132,648.9042
0.321,1382.315
0.54,2236.2966
0.664,2563.6003
0.768,3122.6743
1.008,4126.7383
1.166,4555.028
1.351,5365.013
1.611,6502.6836
1.788,6795.0283
1.6,6439.5854
2.61,10987.954
3.412,12154.281
2.74,10517.973
2.234,8611.849
2.795,11355.88
2.949,10901.779
2.874,11557.183
3.137,12007.366
2.433,9581.43
3.412,15050.219
3.041,12114.596
2.532,9317.061
1.953,8351.072
3.5,13867.492
2.862,10944.652
2.987,11008.229
2.687,9991.313
2.132,7959.064
2.071,8086.493
1.781,6675.466
1.344,4860.389
0.952,3519.6653
0.835,3206.425
0.785,3004.5762
0.574,2017.1049
0.315,1081.8573
0.203,718.35736
0.122,457.45923
0.088,290.71185
0,0.8984247
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.001,43.464935
0.043,178.45497
0.069,267.94086
0.126,616.34406
0.214,827.9966
0.258,1037.1279
0.311,1329.1877
0.432,1886.7872
0.482,1639.5127
0.303,1208.9086
0.445,1889.8444
0.597,2195.5542
0.56,2102.1487
0.51,2130.334
0.689,2396.5222
0.711,2833.8582
0.896,3582.0073
1.044,4443.8467
0.776,2769.3962
0.63,2359.3914
0.757,3212.3423
1.184,4630.292
0.767,3202.2742
0.9,3524.1772
0.719,2816.2734
0.52,1776.6183
0.384,1487.2174
0.438,1719.5583
0.317,1168.4521
0.307,1172.5078
0.246,954.6051
0.235,985.38666
0.192,679.86346
0.184,714.76685
0.102,314.56052
0.129,497.1532
0.075,239.19138
0.017,50.933807
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.019,148.09132
0.083,361.7249
0.18,929.77094
0.283,1040.8582
0.408,1775.0333
0.467,1623.3138
0.584,2563.4165
0.811,3301.951
0.985,3481.6692
0.488,1782.5225
0.386,1525.7146
0.383,1514.6779
0.437,1807.2164
0.538,2126.764
0.762,3150.5825
0.907,3536.0151
0.826,3332.6365
0.958,3582.759
0.676,2515.679
0.521,1887.3527
0.454,1710.897
0.475,1923.3727
0.652,2811.319
0.887,3414.0276
0.961,3822.2402
1.088,4215.332
1.227,4960.313
1.292,4702.7124
0.962,3595.5242
0.735,2797.6104
0.706,2749.168
0.579,2131.7786
0.468,1840.1309
0.573,2291.0288
0.533,2006.2216
0.392,1475.7546
0.323,1213.346
0.249,953.00726
0.163,493.28073
0.011,41.377285
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.011,90.05499
0.108,457.16977
0.221,976.28577
0.417,1717.009
0.74,3163.472
1.041,4176.2637
1.072,4125.2275
1.157,4627.8643
1.661,7102.8257
2.095,7847.4434
1.581,5767.4746
2.177,9155.152
2.392,8752.983
2.664,11638.384
3.482,13033.376
3.721,15621.834
3.663,14376.529
3.665,13900.976
3.995,16046.918
4.292,16367.924
4.114,14349.624
3.258,12556.797
3.148,11457.936
2.851,11089.933
2.758,10352.769
2.65,10451.728
2.752,10941.275
2.49,9355.946
2.514,10079.778
2.455,9787.243
2.422,8991.857
1.801,6846.646
1.725,6692.904
1.45,5345.267
1.126,4155.876
0.857,3204.5945
0.603,2197.8696
0.427,1579.802
0.305,1108.1156
0.223,826.23883
0.108,324.2432
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
