generation(kWh),power(W)
0,2
0.064,344
0.233,1044.3334
0.478,1952.6666
0.553,2558
1.023,4094.3333
0.963,3912.6667
1.389,5787.6665
2.039,8145.6665
2.754,12521
3.423,11767.333
4.044,17439
5.709,21639.334
5.558,21766
5.834,22849.666
6.204,24372.666
6.564,25672
6.799,26528
6.945,27065.334
7.092,27610.666
7.226,28141.666
7.329,28498.334
7.393,28765.666
7.366,28626
7.312,29001
7.078,28823.334
7,25978.666
6.748,26668
4.976,15567.667
5.028,15636
2.738,10245.333
2.342,8656.333
1.981,7532
1.465,5359.6665
1.139,4350.3335
1.088,4508.3335
1.362,5095.3335
1.293,4923
1.09,4130
1.097,4195
0.578,2054.6667
0.417,1484.6666
0.203,640
0.072,214
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.057,342.33334
0.25,1186.6666
0.453,1841.3334
0.89,4116.6665
1.392,5207.6665
1.694,7115.6665
2.149,8801.333
2.764,11137.333
3.334,13294.333
3.833,15137.333
4.321,17228
4.82,18990.334
5.28,20962
5.677,22202
6.023,24065.666
6.324,24662.334
6.528,25405.334
6.657,26104.666
6.837,26588.334
7.047,27563.334
7.232,28232.666
7.33,28501
6.941,22531
5.555,23250
7.099,24938.334
7.009,28005.666
6.101,21832.334
6.77,26789.334
4.341,18264.666
5.722,24576
3.217,12044.333
2.593,8923.667
2.521,10430.333
2.673,9384
1.819,6696
1.249,4559.3335
1.125,4518
1.185,4460.6665
0.729,2558
0.482,1845
0.321,1137.3334
0.195,662.3333
0,27.666666
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.025,217.33333
0.166,801
0.714,3298.3333
0.888,3616.3333
1.24,4654.6665
1.34,5671.3335
2.444,9173.333
3.579,15611.667
3.169,12705.333
2.828,13076
4.538,16187.667
3.483,13624.667
4.22,19473
4.083,14671.667
3.435,14048.333
3.575,12202.333
4.143,14053.667
6.439,24246.666
6.66,26133
6.205,32488
5.843,20746.666
4.428,16500.666
3.63,13125.667
2.994,11672
3.413,13871.667
3.542,13587.667
3.877,16601.334
4.957,19119.666
3.016,10650
2.322,8848.333
2.856,10835.333
2.327,9503.333
2.371,8880
1.863,6958.6665
1.491,5653
1.088,3837.3333
0.859,3186
0.548,1907.3334
0.289,1023
0.171,549.6667
0.04,102
0,0.6666667
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.007,87
0.063,291.33334
0.258,1013.3333
0.388,1408
0.725,2995.6667
0.223,544.3333
0.484,2390
0.744,2944.3333
0.754,2860
0.697,3087.6667
0.791,3092.6667
0.809,2864
0.596,2492.3333
0.728,2839.6667
0.821,3136.6667
0.744,2922.3333
1.076,4356.6665
0.713,2716.6667
0.962,4131.3335
1.015,3962
1.037,4175
0.868,3500.3333
0.823,2954
1.051,4451
1.585,6579
2.197,8581.333
1.684,6402.3335
1.225,4423.6665
0.796,3121.3333
0.709,2511.3333
0.64,2680
0.752,2748.6667
1.116,4206
0.467,1560
0.398,1495.3334
0.463,1763.6666
0.288,1052.3334
0.226,907.6667
0.241,870
0.125,433.66666
0,14
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.003,59.666668
0.158,672.3333
0.221,742.3333
0.533,2203
0.512,2305
1.157,5311
1.727,7010
1.08,4872.6665
2.228,7900.3335
2.003,7147
1.351,5630
2.759,11418.333
1.987,7499
2.422,11759.333
4.004,12655.667
3.329,12675
4.776,19395.334
4.118,17045.334
3.686,14879
2.83,10212.667
2.884,13152
4.206,16475.666
5.134,19574.334
2.852,10765
3.571,12071.667
3.945,16449
3.968,15219
3.203,11498
2.794,10995.333
2.514,9663.667
2.532,9952.333
1.932,6804.6665
1.869,8201.333
2.388,8732
2.178,8160.3335
1.412,5261.3335
1.403,5427.6665
0.76,2304.3333
0.305,1075.6666
0.369,1483.3334
0.259,874.3333
0.015,59.333332
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.005,38
0.072,363
0.243,1007.6667
0.356,1560
0.474,1899
0.636,2588.6667
0.755,2844.6667
0.582,2116.6667
0.523,2274.3333
1.111,4049.3333
1.368,6282.6665
1.524,5551
1.803,7700
3.711,17373.666
4.719,19903.666
6.638,29211
4.171,13644
1.812,6662.6665
2.282,9298.667
3.74,15668.667
4.179,15583
3.114,11599
2.962,11177.667
2.298,9060.667
2.156,7957.6665
1.339,4818
0.989,4266.6665
1.231,4532.3335
0.833,3248.6667
0.838,3059.6667
0.847,3076.6667
0.666,2618.6667
0.558,2063.6667
0.522,2006.6666
0.44,1681
0.293,1059.6666
0.216,756.6667
0.091,306
0.036,99
0,13
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.04,256.66666
0.181,701.6667
0.146,536.6667
0.123,466.66666
0.144,620.3333
0.352,1553
0.58,2242.3333
0.654,2778.6667
0.768,2823.3333
0.791,3511.6667
0.992,3427
0.877,3536.6667
0.869,3240.6667
0.7,2715.3333
1.056,4505.6665
1.043,3805.6667
0.814,3374
1.355,5335
0.941,3309.6667
1.057,4024.3333
1.066,4065.6667
0.909,3607.3333
1.035,4299.6665
1.536,6208.3335
2.283,9353.667
2.839,11860.333
3.502,13482.667
4.256,17070.666
5.065,20588.334
5.076,17900
4.352,17961
5.737,22023
4.865,20104.666
4.594,16070.333
3.339,12395.333
1.693,6694.6665
1.257,4189.6665
0.902,3123.6667
0.425,1601
0.593,2445.6667
0.272,719
0.197,736.3333
0.135,454.66666
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.041,258
0.107,463.66666
0.151,590
0.235,1012.3333
0.327,1348.6666
0.718,3275
1.552,6885.3335
1.925,7009
1.362,5240.3335
2.041,8426.333
2.294,8515.333
1.926,7395
2.434,10108
2.755,11101.333
3.536,14180.333
3.886,14821.667
4.868,18363.334
4.489,17791
5.174,20081.666
4.94,18871.334
5.753,21106.666
4.322,17107.666
4.631,16776
4.333,16701.334
3.662,14861
4.729,20410.666
4.568,18137.666
3.009,11372.333
2.526,9768.667
2.482,9356
2.783,12775.333
3.44,12179
2.471,8933.667
1.734,6266.6665
1.254,4550
0.885,3501
0.885,3492.6667
0.773,2894.3333
0.44,1519.6666
0.235,783
0.091,246.33333
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.038,196.66667
0.108,547.6667
0.346,1543.6666
0.558,2116.3333
0.482,1697
0.589,2158
0.937,3982
1.014,3541.6667
0.66,2646.6667
1.13,4535
1.437,6529
1.323,4107
1.624,7764
1.8,6217
1.698,6551.6665
2.028,8585
3.762,15796.667
5.105,18391.334
5.222,21002
6.757,29612.666
3.925,13630
3.901,15578.667
4.054,15641.667
3.086,11033
3.335,13158.667
4.346,18062
4.127,16879.334
5.515,21788
5.259,18920.334
5.198,18982
4.365,19861.334
4.069,12680.667
3.423,12692
2.861,12386.667
3.148,10178.333
2.5,9794.333
2.593,9689
2.128,8466
1.15,4195
0.752,2559.3333
0.536,1983.3334
0.374,1273.3334
0.095,244.33333
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,29
0.046,189
0.042,209.66667
0.084,323.33334
0.136,492.66666
0.201,873.3333
0.329,1216
0.373,1620.3334
0.433,1755.3334
0.403,1598.6666
0.611,2623.3333
0.96,3646
0.87,3483.3333
1.122,4177
1.131,4404
1.001,3603.6667
1.127,4864.6665
1.289,5021.6665
1.596,6789.6665
1.799,6484.3335
1.562,5755
1.252,5129
1.594,6475.3335
1.782,6832.3335
1.644,6613.6665
1.53,5795.3335
1.168,4360.3335
1.113,4235
1.062,4093.3333
0.96,3808.3333
0.929,3523.6667
1.037,4239
1.074,4085.6667
0.893,3382.3333
0.592,2040
0.389,1393.3334
0.238,851
0.118,405.66666
0.084,289
0.032,115
0.006,16
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.011,56
0.024,163.33333
0.108,475.33334
0.128,479.33334
0.196,857.6667
0.262,1099.3334
0.412,1677.3334
0.572,2378.6667
0.762,3073.3333
1.3,5294.3335
1.667,6850.3335
2.311,9330.667
2.339,8943.333
2.721,11251.333
3.388,13398.333
3.767,14792.667
3.783,14660
3.522,13556.667
3.667,13928.667
5.624,23266.334
5.33,18635.334
3.426,12468.333
3.02,11553
3.749,16439.334
5.267,20245.334
4.382,15817
5.746,21422.666
6.413,25346
6.141,23639.666
5.706,21582.334
4.74,17710.334
4.653,15955.333
2.885,10960.667
2.259,7837
1.49,5575
1.458,5854.6665
1.284,4605.3335
0.663,2271.6667
0.397,1378
0.185,576.6667
0,9.333333
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.094,518.6667
0.287,1157.3334
0.456,2037
0.791,3150.6667
1.015,4122.3335
1.39,5707
2.105,8409
3.162,12067.667
3.165,12908.333
4.416,17479
4.919,19356
5.389,21314.334
5.978,23517.666
6.346,24893
6.737,26387.666
7.015,27445.334
7.314,28590
7.527,29383.334
7.724,30194.666
7.948,30990.666
8.099,31539
8.181,31790.334
8.251,32045
8.168,31683.334
8.13,31530
4.579,15554
3.546,12809.333
3.492,13918.667
4.469,19390.334
3.67,15168
5.728,23443
2.644,10082
2.124,7997.3335
3.096,15343
5.286,17224
3.798,14029.667
3.14,11758
2.359,8302.667
1.398,4745.3335
0.674,2357.6667
0.305,1099
0.171,578.3333
0.059,169
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.001,28.666666
0.014,29
0.059,311.33334
0.117,427.33334
0.156,746.3333
0.378,1695.6666
0.663,2634.6667
0.717,2524
1.059,3887.3333
1.204,5369.6665
1.938,7616
1.906,7620.6665
2.354,8670.667
2.214,8796
1.603,6067.3335
2.39,10229.667
2.921,10544
2.593,10768.667
3.726,13412.667
2.786,10915
2.203,8995.667
2.623,10421.667
3.217,13084.333
4.033,16047
3.971,14999.333
3.748,13988.667
2.601,9398.333
1.506,4910.3335
1.222,5521.6665
1.573,5619.3335
1.074,4158
0.966,3750.3333
0.781,2872.3333
0.332,1186
0.321,1224.3334
0.331,1313.3334
0.2,806
0.301,1213.3334
0.517,1654.6666
0.443,1800.6666
0.163,396.33334
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,25.666666
0.083,444
0.22,826.6667
0.183,695.6667
0.254,1111
0.362,1424
0.372,1530
0.468,2190.6667
1.128,4305
0.971,3648.3333
1.36,5125.6665
1.181,4570.3335
1.515,6946.3335
1.371,4498
1.152,4642.3335
1.143,4183
0.978,3329.3333
0.832,2901
0.698,2591.6667
0.65,2584
0.729,2828.3333
1.11,5056.3335
1.481,5355
1.145,5477.3335
1.718,6163.6665
1.267,4822
1.332,5180.3335
1.207,4650
1.404,5414
1.364,5351
1.145,4557.6665
1.185,4253.3335
1.32,5382.3335
1.163,4196.6665
0.897,3553.3333
0.921,3407
0.464,1705
0.554,2283.6667
0.403,1343
0.096,265
0.046,172.33333
0.008,40.333332
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,37
0.053,215.66667
0.141,770
0.342,1283.6666
0.578,2337.6667
0.703,2987
0.876,3253
1.026,4181.3335
1.111,4320.3335
0.9,3186
0.881,3557.3333
0.808,2936
1.027,4038
1.238,5148.6665
1.258,4512.3335
1.219,4703
1.185,4828
1.607,6341
2.038,8541.333
2.521,9774
2.633,11381.333
3.022,10505
2.524,9761.333
2.018,7247
1.416,5737
1.411,5773.6665
1.967,7713.6665
2.001,7161.6665
1.563,6069
1.25,4476.6665
1.057,4026
0.87,3431.6667
0.715,2523
0.48,1798.6666
0.388,1448.3334
0.253,846.3333
0.092,291.33334
0.01,25.666666
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.04,323.33334
0.378,1552.3334
0.383,1831.3334
0.997,4482
1.063,3328
0.958,3629.6667
1.384,6560.3335
2.951,11213.333
1.558,4379.3335
1.031,4101.6665
1.216,4974.3335
1.102,3651
1.004,3957
1.004,4035.6667
1.512,6107
1.812,8299.333
1.8,6224
1.746,7574.3335
1.93,6806.3335
1.756,7313.3335
1.58,5617.3335
1.518,5433.6665
1.818,7062.6665
1.081,3632.3333
0.999,4123
2.289,8681
1.475,5604.6665
1.879,7650
1.43,5816.6665
2.152,8074
1.891,4778
0.599,2417.3333
0.51,2057.6667
0.608,2293.6667
0.451,1610.3334
0.325,1155
0.237,958.3333
0.249,902.6667
0.147,596.3333
0.124,448.33334
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.034,235
0.198,900.6667
0.34,1407.6666
0.539,2173.3333
0.674,2767.3333
0.918,3754.6667
1.158,4608.6665
1.465,6037.3335
1.861,7292
2.381,9789
3.021,11524.667
3.236,12624.333
3.297,13065
3.677,14421.333
3.538,13702.667
3.832,15044.333
3.81,14861
3.641,13660.667
3.577,14462
4.313,17297.334
4.5,17267.666
4.659,18546.334
4.811,18787.666
4.085,15887.333
6.858,26463.666
5.732,23280
7.667,30533.666
7.555,29217.334
7.244,27853.666
6.869,26451.334
6.486,24930
6.047,23174
5.535,21175.334
5.039,19228
4.516,17145.334
3.91,14768.667
3.235,12084.667
2.478,9157.667
1.665,5822
0.89,3194.6667
0.454,1515
0.286,1024
0.145,467.33334
0,31
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.018,150.66667
0.235,1095
0.508,2080.3333
0.656,2683.3333
0.935,3905.6667
1.095,4436
1.607,6556.3335
1.479,5510.3335
1.442,5735.3335
1.589,6084.3335
1.593,6133.3335
1.799,7386.6665
2.105,8388
2.668,10759.333
2.902,11530.333
3.277,12930
3.623,14318
4.379,17816.666
5.067,19566.334
5.175,20306.334
5.587,22305
6.548,26842
7.057,29543
6.721,25283
5.83,21885
5.319,20676.666
5.507,21043
4.658,19316.334
4.368,17000.334
5.092,19921
3.62,12791
3.425,13907
3.752,14243
3.622,13379.333
3.52,13687.333
2.28,7714.6665
1.86,7220.3335
1.687,6475.6665
1.536,5745.3335
1.211,4484.3335
0.876,3253.6667
0.647,2335
0.362,1237.3334
0.126,360.33334
0,0.6666667
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.024,174
0.285,1488.6666
0.943,4284.6665
1.4,5335.6665
1.415,5395
1.409,5817
1.742,6475
1.539,5972.3335
1.478,5981.6665
1.736,7332.6665
2.802,11944
2.568,9343.333
3.089,12166.667
2.684,9803.333
3.692,14251.667
3.575,12315
2.057,7182.6665
1.971,8308.667
2.953,10638.333
2.622,10449
2.494,11029.333
4.242,16715.334
8.073,29825.666
7.762,29920.666
6.171,22501.334
6.007,22573.334
5.835,24002
7.956,31574
6.707,24868.666
7.08,25843
6.121,25932.334
5.144,23237
4.93,19219
3.956,14400.667
2.878,10716.333
2.331,8989
2.256,8869.333
2.961,11650.667
2.67,10745.333
1.95,6951
1.251,4405.6665
0.702,2497.3333
0.435,1523.6666
0.182,568.6667
0,5.6666665
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.6666667
0.013,177
0.053,272.66666
0.142,651.3333
0.214,772
0.134,480.66666
0.197,828.6667
0.389,1350.3334
0.354,1276
0.539,1928.3334
0.548,2192
0.47,1918
0.744,3211.6667
0.692,2304.6667
0.571,2086
0.72,3195
0.841,2924
0.742,3172.3333
0.729,2623.6667
0.595,2347.6667
0.483,1665
0.487,1734.3334
0.424,1765.3334
0.66,2872
1.089,4365.3335
1.198,4454.6665
1.841,6377.6665
1.543,6564.3335
1.966,7064.3335
1.236,4487
1.459,5956
1.708,6309.3335
1.546,5952.6665
1.671,6478
1.235,4729
0.797,2802.6667
0.409,1302
0.342,1393
0.126,354.66666
0.066,233
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.018,132.33333
0.079,341
0.225,1028.6666
0.371,1443
0.703,3424.3333
1.988,7988.6665
2.158,8426
2.658,11480
3.619,15462
4.91,17873
4.244,17772.334
5.291,20259.666
4.881,18057
3.793,14348
2.972,11272
2.576,9821.667
2.594,9814.333
2.622,10443.667
2.94,11279.333
2.872,11009.667
2.22,8249.667
1.867,7052.3335
1.83,7103.3335
2.184,8951
2.573,9900
2.232,8341.667
2.18,8449.667
2.094,8151.6665
2.132,8205.333
1.929,7280.3335
1.546,5891.3335
1.328,5007
1.044,3761
0.892,3359.6667
0.927,3501.3333
1.062,4400.3335
0.938,3055.3333
0.431,1533.3334
0.25,841.3333
0.105,361.66666
0.001,23.333334
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.074,399.66666
0.237,1037.6666
0.378,1544.6666
0.533,2186.6667
0.628,2411
0.618,2389
0.669,2703.3333
0.858,3440.6667
1.035,4106
1.254,5121.3335
1.391,5338.6665
1.209,4693.6665
1.261,4889
1.416,5581.3335
1.512,6019.6665
1.832,7524
2.446,9511.333
2.315,8583
2.069,7904
1.981,7766.3335
1.988,7592
1.947,7526.6665
1.591,5951
1.389,5696.6665
2.144,8952
3.034,11721.333
2.347,8848.333
2.093,7660
1.818,7108.3335
1.337,5015.6665
1.174,4414.3335
1.109,4353.3335
1.3,5067.6665
1.275,4946.3335
1.125,4067.3333
0.942,3842.3333
0.923,3165.6667
0.559,2099.6667
0.399,1533.3334
0.253,819
0.092,328.33334
0.076,302.33334
0.026,83
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1.3333334
0.044,220
0.126,577.3333
0.223,864
0.28,1178
0.387,1579
0.515,2059.6667
0.597,2414.6667
0.765,3129.3333
0.916,3655
1.218,4890
1.308,5124
1.612,6508.6665
1.836,7113.3335
1.509,5663
1.456,5743
1.463,5805
2.085,8768.667
2.36,8817
1.926,7396.6665
2.062,8139.6665
1.946,7265.6665
1.692,6390.6665
1.383,5233
1.259,4738.3335
1.101,4352.3335
1.089,4065.6667
1.019,3978
1.04,3944.3333
1.015,4042
1.081,4241
1.112,4285.6665
1.033,4015
0.893,3305.6667
0.725,2729.6667
0.654,2502.6667
0.524,1905
0.409,1592.3334
0.365,1387.6666
0.267,940.3333
0.145,497.66666
0.063,188.66667
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.025,176.66667
0.229,1061.6666
0.484,2066.3333
0.751,3095.6667
1.11,4596.3335
1.573,6416.6665
2.186,8954.333
2.857,11512.667
3.405,13629.667
4.138,16516.334
4.688,18525
5.151,20300
5.613,22178.334
6.18,24291
6.562,25757.666
6.911,27013.666
7.115,27753.334
7.406,28918.334
7.54,25160
7.902,30193.334
7.479,31406
6.011,23024
3.712,13836.333
2.982,11234
2.384,8861.667
2.198,8488.667
2.203,8717.667
2.423,9810
2.732,10566
2.862,11262.667
2.127,7740.3335
2.006,7818.3335
1.831,6935
1.779,7011.3335
1.62,5870.6665
1.215,4871.6665
1.22,4629
0.993,3886.6667
1.022,3756.3333
0.743,2757.6667
0.586,2153.6667
0.433,1655
0.252,791
0.078,253.66667
0,13.666667
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,42
0.058,265
0.159,710
0.31,1331
0.48,1948.6666
0.545,2216.3333
0.775,3251
0.922,3606.6667
0.966,3734.6667
1.074,4292
1.071,4072
0.977,3591
0.987,3875.3333
1.103,4492.3335
1.559,6417
2.879,11891.667
4.321,18411
4.637,17195.334
